LoanID,CustomerID,ProductID,RegionID,OriginationDate,APR,TenorMonths,OriginationAmount,CurrentBalance,Status,InterestType,RepaymentFrequency,RiskBand,Channel,CollateralizedFlag,WriteOffFlag,ClosedDate,LastPaymentDate,Currency
9019177,109605,513,3128,2023-06-04,13.91,14,28052.59,561.05,Active,Fixed,Biweekly,B,Branch,1,0,,2023-08-17,INR
9019178,111840,500,3052,2023-12-21,16.28,37,2018.8,930.31,Active,Variable,Monthly,B,Online,0,0,,2024-03-13,USD
9019179,102808,511,3061,2022-04-21,22.69,7,1807.8,36.16,Active,Fixed,Monthly,C,Branch,0,0,,2022-06-14,GBP
9019180,103331,504,3142,2021-06-17,13.03,27,47865.74,957.31,Active,Fixed,Monthly,A,Mobile,0,0,,2022-07-27,INR
9019181,102178,513,3050,2025-06-19,7.2,19,28678.86,25135.82,Active,Variable,Biweekly,E,Partner,1,0,,2025-09-11,EUR
9019182,100797,503,3013,2022-11-18,10.44,191,384947.8,6216.6,Closed,Variable,Monthly,D,Mobile,1,0,2024-06-13,2024-06-13,EUR
9019183,102846,516,3107,2020-04-05,8.53,47,35204.27,704.09,Active,Fixed,Monthly,B,Mobile,1,0,,2020-06-04,USD
9019184,100929,521,3097,2024-02-26,19.7,13,9346.89,186.94,Active,Variable,Monthly,A,Partner,0,0,,2024-10-05,USD
9019185,104818,512,3058,2025-07-03,39.29,0,7450.52,3889.37,Active,Fixed,Monthly,C,Partner,0,0,,2025-09-01,INR
9019186,103091,502,3000,2024-07-02,8.15,81,20844.16,294.44,Closed,Variable,Monthly,E,Online,1,0,2025-08-06,2025-08-06,INR
9019187,102262,510,3144,2022-03-13,20.85,0,149504.56,113822.38,Active,Fixed,Biweekly,E,Branch,1,0,,2022-06-04,USD
9019188,109525,510,3055,2024-01-30,19.72,0,46886.87,1577.05,Closed,Fixed,Monthly,A,Partner,1,0,2025-09-07,2025-09-07,EUR
9019189,109466,504,3132,2020-11-17,11.0,49,57680.55,1153.61,Active,Variable,Monthly,B,Branch,0,0,,2023-12-23,USD
9019190,107549,505,3144,2025-09-03,15.52,55,161423.69,161423.69,Active,Fixed,Monthly,C,Online,1,0,,2025-09-09,USD
9019191,103480,503,3017,2023-04-04,9.85,144,308129.35,4019.93,Closed,Fixed,Monthly,D,Partner,1,0,2023-12-25,2023-12-25,INR
9019192,103342,509,3088,2023-02-14,13.24,212,235321.58,198981.18,Active,Variable,Biweekly,B,Online,1,0,,2025-09-23,USD
9019193,106053,509,3054,2025-06-19,11.44,199,65143.86,60974.89,Active,Variable,Monthly,B,Online,1,0,,2025-09-12,USD
9019194,107574,511,3046,2022-05-27,19.59,21,1048.56,17.22,Closed,Fixed,Monthly,C,Branch,0,0,2025-07-14,2025-07-14,EUR
9019195,107859,521,3103,2025-02-28,15.52,23,11972.71,8334.38,Active,Fixed,Monthly,E,Partner,0,0,,2025-09-18,EUR
9019196,109409,522,3020,2023-12-22,15.12,13,6384.18,127.68,Active,Variable,Monthly,B,Mobile,0,0,,2024-04-21,INR
9019197,109656,517,3099,2021-09-03,12.32,69,86817.82,2.2,Closed,Variable,Weekly,C,Online,1,0,2024-07-17,2024-07-17,EUR
9019198,104174,514,3009,2020-12-07,15.89,0,29402.05,2575.93,Closed,Fixed,Monthly,E,Branch,0,0,2023-02-12,2023-02-12,INR
9019199,107147,522,3083,2025-04-28,19.64,6,1494.94,176.56,Active,Fixed,Monthly,B,Online,0,0,,2025-09-04,USD
9019200,104770,522,3052,2024-07-08,17.12,9,3784.62,62.91,Closed,Fixed,Biweekly,B,Branch,0,0,2025-08-17,2025-08-17,INR
9019201,105833,517,3126,2023-02-04,10.22,49,62369.17,25063.5,Active,Fixed,Monthly,B,Branch,1,0,,2025-05-13,USD
9019202,108205,502,3134,2020-12-07,11.67,44,36215.54,352.35,Closed,Fixed,Monthly,C,Branch,1,0,2021-07-06,2021-07-06,INR
9019203,107002,502,3029,2024-01-25,7.37,52,48682.33,30956.77,Active,Fixed,Monthly,B,Online,1,0,,2024-09-29,GBP
9019204,102293,500,3092,2025-02-03,21.63,40,31723.9,26091.7,Active,Fixed,Monthly,D,Partner,0,0,,2025-04-21,INR
9019205,102045,516,3054,2025-04-16,7.25,42,53381.44,47512.26,Active,Fixed,Monthly,B,Partner,1,0,,2025-09-12,INR
9019206,101037,509,3064,2021-02-11,7.11,221,142831.28,2788.62,Closed,Fixed,Monthly,E,Mobile,1,0,2021-07-02,2021-07-02,INR
9019207,106242,505,3020,2024-04-05,12.56,76,95161.18,74963.84,Active,Fixed,Biweekly,D,Branch,1,0,,2025-07-08,GBP
9019208,109651,510,3006,2021-07-01,13.36,0,92019.81,83884.61,Delinquent,Fixed,Biweekly,B,Mobile,1,0,,2023-01-14,USD
9019209,108448,513,3043,2024-05-31,9.45,27,5273.39,19.39,Closed,Fixed,Biweekly,D,Partner,1,0,2024-09-07,2024-09-07,USD
9019210,106162,516,3067,2024-10-18,10.96,44,12489.04,214.39,Closed,Fixed,Weekly,E,Partner,1,0,2025-07-25,2025-07-25,USD
9019211,104073,506,3102,2024-07-05,12.71,0,40287.77,25049.39,WrittenOff,Variable,Monthly,E,Online,0,1,,2025-08-22,EUR
9019212,101283,521,3142,2024-05-22,19.87,23,4706.91,1529.49,Active,Fixed,Monthly,B,Online,0,0,,2025-09-04,USD
9019213,106732,503,3097,2021-01-17,5.31,239,480971.14,345065.65,Active,Variable,Monthly,C,Branch,1,0,,2025-09-11,INR
9019214,105945,510,3001,2022-03-17,12.29,0,30198.1,2935.35,Closed,Fixed,Monthly,C,Mobile,1,0,2022-11-12,2022-11-12,USD
9019215,103487,518,3100,2021-04-01,11.66,80,38752.94,12335.54,WrittenOff,Fixed,Monthly,C,Branch,1,1,,2022-04-22,GBP
9019216,102184,508,3130,2023-06-27,17.5,38,2512.0,813.41,Active,Fixed,Monthly,A,Branch,0,0,,2023-09-28,USD
9019217,108550,520,3046,2025-04-16,11.55,45,38630.81,35519.36,Active,Fixed,Weekly,D,Branch,0,0,,2025-06-14,USD
9019218,111983,507,3099,2020-10-17,9.59,19,9927.62,198.55,Active,Variable,Biweekly,A,Partner,0,0,,2021-04-21,INR
9019219,103187,519,3026,2021-04-20,7.32,208,154078.46,259.88,Closed,Fixed,Monthly,B,Partner,1,0,2023-02-25,2023-02-25,USD
9019220,109417,503,3131,2020-02-16,6.69,171,265721.6,169003.38,Active,Fixed,Biweekly,C,Branch,1,0,,2025-09-16,INR
9019221,105495,515,3035,2022-03-16,12.57,22,1104.2,5.67,Closed,Fixed,Monthly,B,Branch,0,0,2023-04-16,2023-04-16,GBP
9019222,102297,505,3082,2021-11-01,13.26,48,187097.07,9354.85,Delinquent,Variable,Monthly,A,Branch,1,0,,2025-09-23,USD
9019223,107097,505,3097,2021-08-09,9.44,45,112977.88,2259.56,Active,Fixed,Monthly,B,Partner,1,0,,2024-06-09,INR
9019224,108469,518,3079,2021-04-21,11.32,24,7966.44,159.33,Active,Fixed,Monthly,B,Branch,1,0,,2022-07-30,GBP
9019225,110178,501,3050,2023-02-28,25.34,0,8109.28,4144.15,Active,Variable,Biweekly,B,Branch,0,0,,2023-09-05,USD
9019226,103544,510,3085,2021-06-20,17.36,0,54094.81,50296.95,Active,Fixed,Monthly,E,Branch,1,0,,2023-11-03,INR
9019227,110985,517,3001,2025-07-28,10.9,69,28808.03,28438.91,Delinquent,Fixed,Monthly,B,Mobile,1,0,,2025-09-09,USD
9019228,106831,508,3016,2023-01-30,12.32,41,4577.53,1201.89,Active,Fixed,Monthly,C,Branch,0,0,,2025-03-17,INR
9019229,100391,515,3022,2022-07-07,17.05,21,1627.19,32.54,Active,Variable,Monthly,A,Mobile,0,0,,2023-02-14,EUR
9019230,100968,510,3045,2023-05-19,20.87,0,40163.35,22714.15,Active,Fixed,Monthly,B,Online,1,0,,2023-07-08,USD
9019231,110382,513,3139,2021-05-23,10.14,34,2902.06,58.04,Active,Fixed,Monthly,A,Branch,1,0,,2023-10-01,EUR
9019232,105151,507,3053,2021-02-16,9.55,18,2051.98,41.04,Active,Fixed,Monthly,B,Branch,0,0,,2022-08-30,USD
9019233,110420,512,3012,2022-05-11,27.72,0,6049.97,6348.3,WrittenOff,Fixed,Biweekly,C,Branch,0,1,,2024-03-02,INR
9019234,110818,509,3070,2022-05-17,11.54,68,131627.73,55751.22,Active,Fixed,Monthly,E,Branch,1,0,,2025-09-04,USD
9019235,111037,522,3014,2022-04-22,15.01,7,1623.4,32.47,Active,Fixed,Monthly,C,Partner,0,0,,2022-10-04,USD
9019236,104364,511,3061,2021-01-09,24.6,17,647.66,12.95,Active,Fixed,Monthly,B,Online,0,0,,2022-05-19,USD
9019237,103307,520,3069,2024-11-04,17.41,27,27665.95,16321.69,Active,Fixed,Monthly,A,Mobile,0,0,,2025-06-29,USD
9019238,110792,502,3070,2021-12-27,6.58,48,18500.91,316.91,Closed,Fixed,Biweekly,A,Online,1,0,2025-07-04,2025-07-04,EUR
9019239,110872,501,3130,2020-02-04,29.81,0,1692.56,31.84,Closed,Fixed,Monthly,A,Partner,0,0,2022-07-26,2022-07-26,INR
9019240,106125,510,3020,2020-06-23,17.25,0,53522.18,39442.22,Active,Fixed,Monthly,E,Partner,1,0,,2021-04-29,EUR
9019241,104370,523,3053,2022-01-13,22.42,22,38409.08,486.27,Closed,Fixed,Monthly,C,Branch,0,0,2025-05-03,2025-05-03,INR
9019242,104838,517,3133,2023-09-23,9.34,115,65512.23,49224.14,Active,Fixed,Monthly,A,Partner,1,0,,2025-09-14,INR
9019243,108277,523,3120,2020-09-08,13.44,18,33766.66,3376.67,WrittenOff,Fixed,Biweekly,A,Branch,0,1,,2022-03-02,INR
9019244,103134,520,3010,2024-05-05,12.46,47,37443.81,23583.06,Active,Fixed,Monthly,C,Branch,0,0,,2024-09-08,INR
9019245,110431,503,3124,2023-01-20,9.06,150,480606.67,382426.92,Active,Fixed,Monthly,B,Online,1,0,,2025-09-15,INR
9019246,111556,507,3071,2022-01-30,13.39,8,10429.86,208.6,Active,Fixed,Monthly,C,Partner,0,0,,2022-10-26,USD
9019247,110237,510,3108,2024-02-19,15.76,0,65251.17,61118.41,Active,Variable,Monthly,A,Online,1,0,,2025-09-15,INR
9019248,101054,514,3026,2024-07-15,10.47,0,40388.71,30805.35,Active,Fixed,Monthly,D,Online,0,0,,2025-05-22,EUR
9019249,111593,522,3092,2021-03-18,17.68,6,5222.13,104.44,Active,Fixed,Monthly,C,Branch,0,0,,2021-05-02,USD
9019250,103729,523,3032,2022-07-28,13.43,12,38513.73,770.27,Active,Fixed,Weekly,B,Branch,0,0,,2023-03-29,INR
9019251,102669,520,3004,2021-09-18,15.75,13,31291.69,625.83,Active,Variable,Monthly,D,Online,0,0,,2021-11-23,INR
9019252,100275,501,3008,2024-09-30,40.1,0,3550.46,3122.17,Active,Fixed,Monthly,C,Branch,0,0,,2025-09-21,USD
9019253,105717,522,3140,2022-04-28,15.49,14,5001.69,250.08,Delinquent,Variable,Monthly,C,Online,0,0,,2022-11-13,USD
9019254,109297,518,3093,2022-08-09,6.06,28,19899.96,398.0,Active,Fixed,Monthly,B,Branch,1,0,,2023-07-26,GBP
9019255,108022,514,3117,2021-02-05,10.0,0,28812.73,18216.9,Active,Variable,Monthly,A,Branch,0,0,,2022-04-15,EUR
9019256,108000,512,3088,2023-05-12,38.16,0,13871.85,88.57,Closed,Fixed,Monthly,A,Branch,0,0,2025-09-22,2025-09-22,USD
9019257,111124,501,3133,2024-06-14,18.95,0,5852.08,213.59,Closed,Fixed,Monthly,B,Branch,0,0,2025-01-14,2025-01-14,USD
9019258,100128,502,3102,2025-03-22,6.28,72,36431.38,32784.04,Active,Fixed,Monthly,C,Partner,1,0,,2025-09-29,INR
9019259,107077,513,3073,2025-02-07,11.27,40,18638.55,15195.12,Active,Variable,Monthly,A,Online,1,0,,2025-09-06,GBP
9019260,104326,519,3124,2024-03-01,9.81,267,135594.49,122235.93,Active,Fixed,Monthly,A,Branch,1,0,,2025-09-26,USD
9019261,103568,512,3047,2022-05-21,21.0,0,18406.33,8375.76,Active,Fixed,Monthly,C,Partner,0,0,,2023-01-29,USD
9019262,107622,522,3082,2022-11-28,13.18,7,1031.62,51.58,Delinquent,Fixed,Monthly,A,Branch,0,0,,2023-02-20,EUR
9019263,108080,515,3010,2024-02-02,14.77,6,333.5,6.67,Active,Fixed,Biweekly,B,Online,0,0,,2024-05-11,USD
9019264,102402,511,3144,2024-05-12,25.07,12,419.44,8.39,Active,Fixed,Monthly,C,Online,0,0,,2025-02-18,GBP
9019265,101647,500,3129,2022-12-13,20.33,18,13195.46,246.54,Closed,Variable,Monthly,B,Mobile,0,0,2025-01-02,2025-01-02,EUR
9019266,103556,505,3006,2020-08-07,10.83,44,44212.74,884.25,Active,Fixed,Monthly,D,Branch,1,0,,2023-03-27,EUR
9019267,102193,512,3104,2022-03-03,22.22,0,9896.44,4313.55,Active,Fixed,Biweekly,A,Branch,0,0,,2024-04-11,USD
9019268,110239,521,3056,2021-12-21,23.56,19,10707.64,214.15,Active,Variable,Monthly,D,Branch,0,0,,2023-06-07,INR
9019269,103104,523,3030,2021-01-13,12.78,16,25050.81,501.02,Active,Variable,Weekly,C,Online,0,0,,2022-05-10,EUR
9019270,104355,501,3120,2022-08-26,29.54,0,9579.69,7163.01,Delinquent,Fixed,Monthly,A,Branch,0,0,,2024-11-16,INR
9019271,102134,517,3080,2025-05-01,11.42,117,41262.25,40174.64,Active,Fixed,Monthly,A,Branch,1,0,,2025-09-11,USD
9019272,109034,516,3078,2021-06-21,6.29,27,65362.99,934.82,Closed,Variable,Monthly,D,Online,1,0,2022-01-13,2022-01-13,USD
9019273,110163,518,3134,2021-11-08,7.97,61,47378.91,306.58,Closed,Fixed,Weekly,A,Branch,1,0,2024-03-21,2024-03-21,INR
9019274,103903,522,3093,2020-02-12,17.09,22,6746.32,89.01,Closed,Fixed,Monthly,C,Mobile,0,0,2022-10-03,2022-10-03,USD
9019275,103613,514,3141,2023-12-16,13.39,0,9841.43,6403.01,Active,Fixed,Monthly,D,Online,0,0,,2025-09-06,EUR
9019276,108583,507,3094,2021-06-12,8.14,24,12014.73,240.29,Active,Fixed,Monthly,E,Online,0,0,,2023-02-13,GBP
9019277,102279,522,3008,2025-07-17,14.83,12,6330.27,5289.58,Active,Fixed,Biweekly,C,Branch,0,0,,2025-09-18,EUR
9019278,109092,508,3008,2023-11-19,14.73,19,5510.07,110.2,Active,Variable,Monthly,E,Branch,0,0,,2024-10-23,USD
9019279,110686,507,3112,2022-11-14,15.96,22,3478.21,16.26,Closed,Fixed,Monthly,C,Online,0,0,2025-09-01,2025-09-01,INR
9019280,101152,507,3121,2022-07-07,14.95,11,8989.6,179.79,Active,Fixed,Weekly,E,Online,0,0,,2022-09-15,USD
9019281,101294,510,3129,2025-07-29,21.09,0,56291.7,4554.96,Closed,Variable,Weekly,D,Branch,1,0,2025-09-27,2025-09-27,GBP
9019282,108657,517,3107,2023-06-20,9.1,85,67154.72,48308.95,Active,Fixed,Monthly,A,Partner,1,0,,2025-09-25,USD
9019283,105289,516,3085,2021-11-07,6.35,73,27889.02,11432.8,Active,Variable,Biweekly,B,Partner,1,0,,2022-11-28,GBP
9019284,110367,521,3015,2025-06-05,13.01,24,1445.05,1208.5,Active,Variable,Biweekly,B,Branch,0,0,,2025-09-06,USD
9019285,103245,522,3001,2025-04-15,14.74,15,3164.19,2066.81,Active,Fixed,Weekly,B,Branch,0,0,,2025-09-19,GBP
9019286,106068,505,3125,2025-08-26,18.25,52,167067.34,162143.89,Active,Variable,Monthly,E,Online,1,0,,2025-09-06,USD
9019287,106716,522,3117,2024-08-28,22.54,13,7101.3,142.03,Active,Fixed,Monthly,A,Branch,0,0,,2025-05-03,INR
9019288,106654,523,3127,2020-08-28,10.65,24,33069.56,661.39,Active,Fixed,Monthly,B,Branch,0,0,,2022-01-20,EUR
9019289,108679,501,3042,2025-08-01,30.49,0,9142.59,7761.07,Active,Variable,Monthly,A,Branch,0,0,,2025-09-28,EUR
9019290,102938,500,3062,2021-11-18,13.15,13,29680.82,593.62,Active,Fixed,Monthly,C,Branch,0,0,,2022-08-04,GBP
9019291,102626,509,3124,2024-12-14,8.87,84,125126.11,330.61,Closed,Fixed,Monthly,D,Branch,1,0,2025-08-23,2025-08-23,GBP
9019292,100949,507,3144,2025-08-05,13.25,17,4000.63,28.46,Closed,Variable,Monthly,B,Branch,0,0,2025-09-10,2025-09-10,INR
9019293,109241,515,3018,2020-05-07,11.46,15,929.87,18.6,Active,Fixed,Monthly,C,Partner,0,0,,2021-03-14,GBP
9019294,104075,523,3132,2023-10-20,15.06,13,25258.64,299.76,Closed,Fixed,Monthly,A,Branch,0,0,2025-08-15,2025-08-15,INR
9019295,109582,513,3022,2025-07-30,6.16,23,4325.93,58.65,Closed,Variable,Monthly,A,Branch,1,0,2025-08-09,2025-08-09,EUR
9019296,109275,523,3107,2020-11-10,15.59,24,31434.72,260.93,Closed,Fixed,Weekly,A,Online,0,0,2025-09-04,2025-09-04,INR
9019297,101658,515,3018,2021-06-29,14.97,21,1880.26,94.01,Delinquent,Variable,Monthly,B,Online,0,0,,2022-08-15,EUR
9019298,106932,513,3127,2022-09-17,10.33,28,18370.13,367.4,Active,Fixed,Monthly,A,Branch,1,0,,2023-05-22,GBP
9019299,108053,506,3128,2021-08-05,21.45,0,49077.59,523.68,Closed,Variable,Monthly,A,Mobile,0,0,2022-05-10,2022-05-10,EUR
9019300,106959,517,3042,2025-08-08,7.21,109,73813.64,73813.64,Active,Fixed,Biweekly,B,Branch,1,0,,2025-09-25,INR
9019301,101817,519,3024,2021-12-14,10.46,150,201491.68,134045.74,Active,Fixed,Weekly,C,Mobile,1,0,,2022-08-26,INR
9019302,108382,508,3005,2025-07-23,8.18,27,3667.71,58.69,Closed,Fixed,Monthly,C,Branch,0,0,2025-09-19,2025-09-19,INR
9019303,100460,523,3080,2024-02-07,10.97,24,23192.77,4680.05,Active,Fixed,Biweekly,C,Branch,0,0,,2025-05-21,USD
9019304,107971,503,3075,2025-01-30,11.5,222,335218.32,316083.45,Active,Fixed,Monthly,B,Mobile,1,0,,2025-09-09,INR
9019305,106015,523,3024,2021-07-20,18.22,23,5821.59,9.89,Closed,Fixed,Biweekly,C,Online,0,0,2022-10-10,2022-10-10,INR
9019306,106376,515,3118,2021-02-26,13.26,23,1712.63,85.63,Delinquent,Variable,Weekly,D,Partner,0,0,,2021-09-16,INR
9019307,102521,521,3121,2025-01-26,22.49,36,1776.0,1396.81,Active,Fixed,Monthly,A,Partner,0,0,,2025-09-11,USD
9019308,103476,510,3102,2022-04-16,18.88,0,143067.94,129835.4,Delinquent,Fixed,Biweekly,B,Branch,1,0,,2024-02-27,INR
9019309,102705,508,3058,2022-06-16,9.48,23,5164.92,103.3,Active,Fixed,Monthly,D,Partner,0,0,,2023-12-28,EUR
9019310,104366,516,3118,2022-04-18,8.78,29,7947.95,55.76,Closed,Fixed,Monthly,C,Branch,1,0,2025-09-18,2025-09-18,USD
9019311,109349,521,3054,2023-05-07,22.18,34,10404.25,39.82,Closed,Variable,Biweekly,B,Online,0,0,2023-08-18,2023-08-18,GBP
9019312,100027,510,3074,2020-03-13,20.1,0,23752.39,20817.11,Active,Variable,Weekly,B,Branch,1,0,,2021-08-07,INR
9019313,104231,519,3130,2024-10-28,6.2,189,107983.94,104343.19,Active,Fixed,Monthly,C,Branch,1,0,,2025-09-05,INR
9019314,111164,502,3147,2021-03-10,8.6,71,8649.36,2709.1,WrittenOff,Fixed,Monthly,D,Partner,1,1,,2022-07-05,INR
9019315,106548,520,3086,2025-01-24,19.75,46,49897.65,42867.24,Active,Fixed,Monthly,D,Online,0,0,,2025-09-25,USD
9019316,103024,510,3123,2025-06-27,11.46,0,114006.82,70135.91,Active,Fixed,Monthly,C,Branch,1,0,,2025-09-09,EUR
9019317,101264,507,3076,2023-05-01,11.88,12,1101.38,1.73,Closed,Variable,Monthly,D,Branch,0,0,2024-02-14,2024-02-14,INR
9019318,109047,509,3092,2023-02-17,10.92,88,94785.77,746.78,Closed,Variable,Monthly,B,Branch,1,0,2025-09-13,2025-09-13,USD
9019319,106587,505,3078,2024-05-15,15.22,51,14475.5,263.23,Closed,Fixed,Biweekly,C,Partner,1,0,2025-05-12,2025-05-12,USD
9019320,106577,516,3007,2021-05-04,9.56,72,50242.72,15990.44,Active,Fixed,Monthly,D,Mobile,1,0,,2025-09-10,USD
9019321,101251,505,3097,2023-03-20,16.01,33,21256.07,1387.54,Active,Fixed,Monthly,D,Partner,1,0,,2025-09-02,USD
9019322,103870,506,3116,2020-05-12,21.22,0,6921.29,333.66,Closed,Variable,Biweekly,D,Branch,0,0,2021-04-27,2021-04-27,EUR
9019323,101326,512,3054,2024-04-15,39.9,0,13091.94,7038.13,Active,Variable,Monthly,D,Branch,0,0,,2024-12-28,INR
9019324,106177,505,3036,2025-04-12,9.12,69,199924.99,176420.09,Active,Variable,Biweekly,D,Online,1,0,,2025-09-17,INR
9019325,109217,502,3089,2022-04-10,9.5,57,27009.03,8020.97,Delinquent,Variable,Monthly,B,Online,1,0,,2025-09-17,INR
9019326,100361,512,3013,2025-04-14,20.33,0,5742.75,5254.91,Active,Variable,Biweekly,B,Online,0,0,,2025-09-11,EUR
9019327,101218,509,3088,2021-11-19,10.27,192,52719.74,40.48,Closed,Fixed,Monthly,D,Partner,1,0,2025-08-28,2025-08-28,EUR
9019328,100605,503,3066,2023-04-11,7.67,205,110827.54,102522.65,WrittenOff,Fixed,Monthly,E,Branch,1,1,,2024-06-12,USD
9019329,105959,504,3132,2021-07-18,8.62,64,20286.89,4568.47,Active,Fixed,Monthly,D,Branch,0,0,,2024-11-05,USD
9019330,101670,520,3078,2023-01-19,20.86,42,49517.53,10468.23,Active,Fixed,Monthly,B,Mobile,0,0,,2024-05-15,INR
9019331,110489,518,3121,2023-10-18,6.11,42,46646.46,20586.91,Active,Variable,Monthly,E,Partner,1,0,,2025-09-11,USD
9019332,110386,517,3017,2020-08-25,10.15,88,82026.89,28799.43,Active,Fixed,Biweekly,C,Partner,1,0,,2022-10-07,INR
9019333,104443,523,3010,2020-02-06,12.77,20,28274.39,565.49,Active,Fixed,Biweekly,B,Branch,0,0,,2020-07-12,INR
9019334,101277,506,3073,2025-02-09,21.84,0,37700.11,15915.24,Active,Variable,Monthly,E,Online,0,0,,2025-09-20,GBP
9019335,100398,520,3131,2024-03-27,20.78,34,38330.02,18791.9,Active,Fixed,Biweekly,D,Partner,0,0,,2024-09-02,USD
9019336,102172,500,3125,2025-02-11,8.66,58,23396.27,20693.11,Active,Fixed,Monthly,C,Online,0,0,,2025-09-17,USD
9019337,102810,516,3147,2023-03-17,9.04,63,25677.48,249.68,Closed,Fixed,Monthly,B,Partner,1,0,2024-10-09,2024-10-09,USD
9019338,106274,523,3132,2024-02-18,17.46,13,37667.75,1883.39,Delinquent,Fixed,Monthly,B,Online,0,0,,2024-04-17,GBP
9019339,105681,519,3109,2025-01-14,9.95,252,237550.05,231245.08,Active,Variable,Monthly,C,Mobile,1,0,,2025-09-30,EUR
9019340,110844,519,3140,2021-06-24,8.74,143,102637.88,67047.88,Active,Variable,Monthly,C,Online,1,0,,2025-09-27,GBP
9019341,102939,517,3072,2021-03-26,7.5,30,66747.58,794.77,Closed,Variable,Biweekly,C,Branch,1,0,2024-01-28,2024-01-28,USD
9019342,109013,504,3002,2021-01-21,6.61,62,47521.55,6468.99,Active,Variable,Monthly,C,Branch,0,0,,2022-09-21,USD
9019343,100944,521,3001,2023-11-07,13.52,27,1092.51,248.47,Active,Fixed,Weekly,D,Mobile,0,0,,2025-09-17,INR
9019344,111670,505,3139,2021-10-04,12.72,64,192989.34,58049.82,Active,Variable,Monthly,A,Online,1,0,,2025-09-30,USD
9019345,110971,509,3087,2024-04-25,10.5,240,247560.8,227574.88,Active,Fixed,Monthly,E,Branch,1,0,,2025-09-27,GBP
9019346,105965,518,3055,2024-08-27,11.69,71,14876.54,1.93,Closed,Variable,Monthly,A,Branch,1,0,2025-09-07,2025-09-07,EUR
9019347,106348,509,3057,2020-01-03,11.74,219,86288.96,918.52,Closed,Fixed,Weekly,B,Branch,1,0,2021-12-30,2021-12-30,INR
9019348,107770,505,3142,2024-10-10,15.42,81,42404.67,44980.84,Delinquent,Variable,Biweekly,D,Branch,1,0,,2025-03-08,EUR
9019349,107099,509,3000,2024-02-19,8.14,215,244537.72,231684.8,Active,Variable,Monthly,B,Mobile,1,0,,2025-09-28,USD
9019350,101196,509,3112,2024-04-07,10.89,72,236488.87,183278.08,Active,Variable,Weekly,C,Branch,1,0,,2025-09-13,INR
9019351,101212,520,3070,2020-10-16,15.87,32,40181.68,803.63,Active,Fixed,Monthly,C,Branch,0,0,,2023-06-02,INR
9019352,100823,511,3101,2024-06-10,27.44,12,1540.91,10.43,Closed,Variable,Monthly,A,Online,0,0,2025-09-26,2025-09-26,INR
9019353,110088,523,3044,2022-07-22,21.43,9,21081.84,1054.09,Delinquent,Variable,Monthly,B,Online,0,0,,2022-12-06,USD
9019354,107084,503,3143,2022-07-03,5.2,231,308602.54,253998.54,Active,Fixed,Monthly,D,Mobile,1,0,,2025-09-21,INR
9019355,110607,512,3122,2021-11-25,36.02,0,11840.57,10870.09,Active,Fixed,Monthly,A,Partner,0,0,,2023-08-01,USD
9019356,100535,509,3016,2022-12-20,8.77,100,172647.17,124963.64,Delinquent,Fixed,Monthly,C,Branch,1,0,,2025-09-24,EUR
9019357,103010,515,3029,2020-07-14,12.61,8,1682.88,13.0,Closed,Fixed,Monthly,B,Mobile,0,0,2023-10-26,2023-10-26,USD
9019358,110819,518,3036,2022-03-14,7.94,29,22596.12,402.7,Closed,Fixed,Monthly,A,Partner,1,0,2023-07-28,2023-07-28,EUR
9019359,107537,505,3017,2024-10-09,17.09,73,16849.64,14925.7,WrittenOff,Fixed,Monthly,B,Branch,1,1,,2025-05-07,USD
9019360,111969,508,3010,2024-05-23,17.92,47,4045.15,2641.86,Active,Variable,Monthly,B,Branch,0,0,,2025-09-26,USD
9019361,100949,513,3059,2024-10-22,8.72,27,2616.46,8.02,Closed,Fixed,Monthly,C,Mobile,1,0,2025-09-28,2025-09-28,USD
9019362,111700,523,3079,2022-09-19,22.55,20,20739.92,414.8,Active,Variable,Biweekly,A,Branch,0,0,,2023-06-20,INR
9019363,100543,509,3037,2023-06-07,7.99,193,210139.25,181642.48,Active,Fixed,Monthly,B,Branch,1,0,,2025-09-07,INR
9019364,103900,507,3136,2024-04-06,9.38,9,3079.77,61.6,Active,Fixed,Biweekly,C,Branch,0,0,,2024-06-26,USD
9019365,111945,502,3045,2021-03-29,10.45,37,53228.71,1064.57,Active,Fixed,Monthly,D,Online,1,0,,2023-11-14,EUR
9019366,104224,516,3041,2024-09-22,6.27,38,36121.74,23698.46,Active,Fixed,Monthly,B,Branch,1,0,,2025-09-09,GBP
9019367,110274,518,3022,2023-05-02,10.45,43,18728.06,5655.13,Active,Variable,Monthly,C,Branch,1,0,,2025-09-02,INR
9019368,102866,502,3105,2023-03-06,9.94,66,43395.41,21689.44,Active,Fixed,Monthly,B,Branch,1,0,,2023-10-06,INR
9019369,102246,513,3033,2025-03-31,8.88,18,13023.41,8180.44,Delinquent,Fixed,Monthly,C,Branch,1,0,,2025-09-30,GBP
9019370,101836,505,3149,2022-03-30,14.71,74,100614.66,1809.71,Closed,Variable,Monthly,C,Online,1,0,2025-08-11,2025-08-11,INR
9019371,108268,518,3054,2020-08-24,9.38,32,41728.02,4172.8,WrittenOff,Fixed,Weekly,A,Branch,1,1,,2020-11-12,EUR
9019372,108560,517,3014,2023-08-06,9.38,61,82149.75,50619.33,Active,Fixed,Monthly,B,Branch,1,0,,2025-09-24,EUR
