CollateralID,LoanID,CollateralType,Valuation,LienStatus
403493,9021900,Vehicle,166780.38,Active
403494,9023704,Deposit,63057.79,Active
403495,9003395,Vehicle,119849.63,Released
403496,9027191,Property,280566.87,Active
403497,9001983,Other,406941.69,Active
403498,9011079,Property,105134.48,Active
403499,9029261,Property,440501.72,Active
403500,9018487,Property,162978.88,Active
403501,9024347,Vehicle,445009.23,Active
403502,9021173,Vehicle,144100.77,Active
403503,9005428,Equipment,315299.79,Active
403504,9006098,Gold,187377.5,Active
403505,9011731,Property,449242.25,Released
403506,9029564,Property,47511.1,Active
403507,9020141,Equipment,362611.89,Active
403508,9014081,Vehicle,245395.56,Active
403509,9026386,Vehicle,262818.65,Released
403510,9000311,Property,248093.79,Released
403511,9009885,Property,273071.56,Active
403512,9017411,Property,216859.63,Released
403513,9008285,Property,161526.04,Active
403514,9018136,Vehicle,364591.62,Released
403515,9026479,Vehicle,380678.65,Active
403516,9027842,Vehicle,450357.05,Active
403517,9018773,Property,211934.62,Active
403518,9004916,Vehicle,476218.31,Released
403519,9018231,Property,384891.42,Active
403520,9028969,Gold,311058.77,Active
403521,9006160,Equipment,45685.72,Released
403522,9023553,Property,473428.24,Active
403523,9007285,Gold,45792.82,Active
403524,9019999,Gold,254873.34,Active
403525,9002709,Gold,73396.45,Released
403526,9007252,Other,325624.04,Released
403527,9014890,Equipment,457771.04,Active
403528,9025534,Property,77108.86,Active
403529,9021089,Property,408062.41,Active
403530,9007727,Equipment,220333.19,Active
403531,9010294,Vehicle,258228.26,Released
403532,9020923,Property,270940.46,Active
403533,9020103,Property,432478.47,Active
403534,9009677,Equipment,487861.63,Active
403535,9023742,Deposit,411092.56,Active
403536,9023469,Property,197293.28,Active
403537,9014203,Gold,284707.87,Active
403538,9019619,Gold,156905.44,Released
403539,9018275,Vehicle,211829.33,Released
403540,9007709,Other,379795.87,Released
403541,9011566,Deposit,475920.31,Active
403542,9002946,Property,111406.41,Active
403543,9022571,Vehicle,453801.85,Released
403544,9025307,Property,15997.1,Released
403545,9012987,Property,350112.77,Active
403546,9029686,Gold,294656.2,Active
403547,9003106,Property,450709.15,Active
403548,9021585,Vehicle,386971.34,Released
403549,9000200,Vehicle,298395.43,Active
403550,9018881,Equipment,237677.27,Active
403551,9023803,Property,333946.77,Released
403552,9021928,Vehicle,184224.21,Active
403553,9003712,Other,131202.3,Active
403554,9026689,Vehicle,447858.88,Released
403555,9001039,Gold,191202.78,Active
403556,9017040,Equipment,415984.61,Released
403557,9006597,Property,20211.9,Active
403558,9005680,Property,434715.95,Active
403559,9022912,Property,190274.86,Active
403560,9016023,Deposit,377908.14,Released
403561,9011270,Vehicle,343989.13,Active
403562,9001125,Deposit,361213.08,Active
403563,9016587,Gold,358505.7,Active
403564,9016173,Gold,431057.94,Active
403565,9022303,Vehicle,51864.56,Active
403566,9028007,Other,83749.44,Active
403567,9023110,Vehicle,446258.98,Active
403568,9004580,Vehicle,273758.03,Released
403569,9012586,Equipment,439518.24,Released
403570,9013042,Vehicle,44937.77,Released
403571,9007386,Property,207266.84,Active
403572,9000179,Property,423801.93,Active
403573,9020279,Equipment,487191.33,Active
403574,9023306,Vehicle,110410.96,Active
403575,9017845,Equipment,39988.4,Released
403576,9013639,Equipment,355461.01,Active
403577,9016759,Deposit,325867.17,Released
403578,9022967,Vehicle,263754.9,Active
403579,9021485,Property,14141.41,Active
403580,9024748,Vehicle,291597.13,Released
403581,9002615,Vehicle,363424.13,Released
403582,9020402,Property,151331.07,Released
403583,9002661,Property,288011.12,Active
403584,9018478,Property,24501.8,Active
403585,9012861,Vehicle,364813.66,Active
403586,9013629,Property,327850.14,Active
403587,9029602,Equipment,126253.8,Active
403588,9020407,Deposit,401451.67,Active
403589,9027636,Vehicle,8146.56,Active
403590,9024267,Property,437512.3,Active
403591,9022793,Gold,9086.0,Active
403592,9007136,Property,490975.2,Active
403593,9007566,Other,43509.08,Active
403594,9010095,Vehicle,231337.87,Released
403595,9001695,Equipment,219814.63,Active
403596,9008929,Property,43549.95,Released
403597,9009410,Property,200038.88,Active
403598,9020441,Property,205023.9,Released
403599,9017777,Property,409347.76,Active
403600,9011475,Property,455446.52,Active
403601,9012314,Property,401629.96,Active
403602,9022842,Property,272710.06,Released
403603,9023670,Vehicle,115483.06,Active
403604,9025777,Property,188513.17,Active
403605,9025391,Property,132653.0,Active
403606,9016734,Equipment,37711.23,Active
403607,9023266,Property,436062.07,Released
403608,9015602,Gold,193827.37,Active
403609,9019975,Equipment,191181.76,Released
403610,9000886,Property,155884.16,Active
403611,9016533,Equipment,58816.63,Active
403612,9007700,Property,348548.01,Active
403613,9011513,Property,312849.07,Active
403614,9006049,Property,13927.28,Released
403615,9009829,Gold,67305.63,Released
403616,9012205,Property,476534.82,Active
403617,9004462,Equipment,316745.72,Active
403618,9012055,Property,185955.07,Active
403619,9015570,Property,312233.79,Active
403620,9029677,Property,455819.05,Released
403621,9011017,Other,81551.2,Released
403622,9014575,Deposit,486707.49,Active
403623,9023673,Vehicle,174318.06,Released
403624,9002215,Deposit,84969.31,Released
403625,9009548,Vehicle,86192.66,Active
403626,9009510,Equipment,80893.14,Released
403627,9013664,Property,409237.15,Active
403628,9017104,Property,156354.5,Active
403629,9001641,Gold,258163.38,Active
403630,9025210,Vehicle,113168.23,Released
403631,9027890,Equipment,109405.44,Active
403632,9000110,Vehicle,381845.36,Active
403633,9019174,Other,424435.84,Released
403634,9025529,Property,381001.5,Active
403635,9011089,Property,296973.05,Released
403636,9016359,Equipment,378935.48,Active
403637,9020018,Property,245024.58,Active
403638,9016629,Property,497995.45,Active
403639,9000958,Gold,482424.5,Released
403640,9021124,Vehicle,193971.36,Active
403641,9004235,Vehicle,401127.32,Released
403642,9017617,Property,337352.42,Active
403643,9010747,Property,123267.84,Active
403644,9019933,Property,359393.15,Active
403645,9014745,Vehicle,324893.28,Active
403646,9018332,Equipment,326997.75,Active
403647,9019669,Property,23283.32,Released
403648,9019543,Property,142134.0,Released
403649,9010382,Property,53561.29,Active
403650,9003268,Vehicle,398412.41,Active
403651,9010201,Vehicle,50960.27,Released
403652,9010070,Vehicle,107725.66,Active
403653,9005480,Vehicle,214654.39,Released
403654,9029094,Property,246247.46,Released
403655,9004874,Vehicle,333068.5,Active
403656,9023702,Other,235861.24,Active
403657,9008461,Vehicle,21310.22,Active
403658,9026566,Gold,239684.77,Released
403659,9008522,Gold,363641.89,Active
403660,9005919,Property,95121.76,Active
403661,9003125,Vehicle,58181.89,Active
403662,9009393,Vehicle,294579.27,Active
403663,9008882,Equipment,490862.99,Active
403664,9003786,Property,197740.64,Active
403665,9008075,Property,149362.68,Active
403666,9027087,Gold,282910.83,Active
403667,9029364,Property,144284.24,Released
403668,9011329,Property,300440.47,Active
403669,9000431,Vehicle,219832.05,Active
403670,9001451,Property,355701.92,Active
403671,9002073,Gold,184489.76,Released
403672,9001783,Property,114863.78,Active
403673,9024899,Property,351711.69,Active
403674,9000142,Property,457596.19,Active
403675,9025121,Deposit,247590.36,Active
403676,9026255,Vehicle,97522.46,Active
403677,9023339,Property,330224.21,Active
403678,9014391,Property,370339.17,Active
403679,9008317,Gold,242527.02,Active
403680,9014603,Deposit,249027.07,Active
403681,9002891,Property,414572.07,Released
403682,9017518,Equipment,142413.94,Active
403683,9009731,Equipment,355384.73,Active
403684,9008780,Deposit,334125.8,Released
403685,9002708,Vehicle,496022.58,Active
403686,9028348,Gold,304474.0,Active
403687,9025888,Vehicle,298122.75,Released
403688,9011331,Property,204293.94,Active
403689,9022719,Vehicle,213116.11,Active
403690,9009115,Vehicle,273313.09,Active
403691,9015918,Deposit,12850.45,Active
403692,9012475,Equipment,476222.53,Active
403693,9022458,Vehicle,201767.35,Active
403694,9024980,Property,75613.2,Active
403695,9014677,Gold,310468.57,Active
403696,9027576,Deposit,367877.08,Active
403697,9023113,Vehicle,238295.07,Active
403698,9004073,Gold,109121.95,Active
403699,9028263,Vehicle,352634.74,Active
403700,9010312,Property,85961.52,Active
403701,9018816,Gold,241897.12,Active
403702,9012520,Property,488046.91,Active
403703,9020382,Deposit,329251.03,Active
403704,9015963,Deposit,322869.36,Active
403705,9018150,Vehicle,416176.77,Released
403706,9009480,Property,39237.95,Active
403707,9009044,Property,157790.95,Released
403708,9002106,Gold,161572.25,Active
403709,9003740,Vehicle,288114.15,Released
403710,9012885,Property,67897.56,Released
403711,9025881,Gold,307736.98,Active
403712,9005753,Vehicle,198204.25,Active
403713,9013380,Vehicle,290893.18,Released
403714,9020902,Other,305773.11,Released
403715,9003816,Vehicle,140196.23,Released
403716,9019224,Equipment,493345.46,Released
403717,9022688,Property,147390.07,Active
403718,9016069,Property,42472.04,Active
403719,9007578,Vehicle,128017.77,Released
403720,9029101,Deposit,162779.4,Released
403721,9012249,Vehicle,198254.47,Active
403722,9023067,Gold,436036.78,Released
403723,9021203,Property,397842.65,Active
403724,9021987,Vehicle,8886.03,Active
403725,9027361,Property,211772.18,Active
403726,9011782,Property,20323.0,Released
403727,9018694,Deposit,366878.69,Active
403728,9023194,Property,433764.75,Active
403729,9017722,Property,342697.12,Active
403730,9011347,Property,317643.83,Released
403731,9019986,Vehicle,395855.17,Active
403732,9000023,Deposit,281765.87,Active
403733,9010903,Vehicle,448324.59,Released
403734,9013733,Property,115234.65,Active
403735,9006219,Gold,298029.88,Active
403736,9010759,Gold,209721.23,Released
403737,9015794,Other,343961.06,Active
403738,9026842,Property,173607.87,Active
403739,9018997,Property,216850.89,Active
403740,9014988,Property,375683.38,Released
403741,9021884,Equipment,51844.77,Active
403742,9017535,Gold,39072.57,Active
403743,9017311,Gold,223100.51,Released
403744,9026424,Property,357255.36,Released
403745,9012375,Deposit,69364.27,Released
403746,9018717,Vehicle,269557.92,Released
403747,9017913,Equipment,217296.95,Active
403748,9000366,Deposit,18100.26,Active
403749,9020431,Equipment,308111.61,Active
403750,9019549,Vehicle,160276.55,Released
403751,9021653,Gold,153896.86,Active
403752,9002183,Property,137843.54,Active
403753,9019112,Equipment,424188.24,Active
403754,9011706,Deposit,5832.17,Active
403755,9001716,Property,54436.76,Released
403756,9006577,Property,325389.27,Active
403757,9014746,Vehicle,302089.98,Active
403758,9029783,Vehicle,127400.08,Active
403759,9028040,Property,245894.96,Active
403760,9001142,Vehicle,315402.8,Released
403761,9015062,Property,260492.29,Active
403762,9016528,Vehicle,338782.85,Active
403763,9007591,Equipment,121269.25,Active
403764,9027444,Property,50538.44,Active
403765,9027405,Deposit,242566.29,Released
403766,9005698,Property,49294.41,Released
403767,9028316,Vehicle,385528.65,Active
403768,9013132,Property,206422.45,Active
403769,9001111,Vehicle,384746.56,Released
403770,9027336,Property,495126.78,Active
403771,9025482,Vehicle,161419.85,Active
403772,9014916,Vehicle,361792.46,Released
403773,9008159,Property,120308.24,Active
403774,9003431,Property,302682.98,Active
403775,9028129,Property,71883.72,Active
403776,9018604,Gold,149649.55,Active
403777,9006628,Vehicle,41903.6,Active
403778,9027693,Gold,271693.98,Active
403779,9015399,Vehicle,109434.13,Active
403780,9024246,Property,464849.95,Released
403781,9011815,Property,359687.61,Active
403782,9021469,Property,362647.1,Released
403783,9019386,Vehicle,165827.67,Active
403784,9011525,Vehicle,270806.92,Released
403785,9015578,Deposit,419527.26,Active
403786,9012796,Vehicle,280655.47,Active
403787,9020774,Property,249057.0,Active
403788,9025498,Property,361755.37,Released
403789,9015784,Property,109194.5,Released
403790,9009915,Property,188877.59,Released
403791,9009018,Gold,28128.39,Active
403792,9013211,Property,81951.11,Released
403793,9024789,Vehicle,338565.95,Active
403794,9020770,Gold,381445.66,Active
403795,9015424,Vehicle,236552.28,Released
403796,9016030,Property,460013.28,Released
403797,9004802,Property,26603.41,Active
403798,9004048,Property,164445.5,Active
403799,9013618,Equipment,250122.73,Active
403800,9020339,Vehicle,404466.5,Active
403801,9014223,Vehicle,147086.19,Active
403802,9025200,Equipment,28035.57,Released
403803,9026560,Vehicle,226532.07,Active
403804,9020017,Vehicle,61786.15,Released
403805,9015850,Vehicle,16424.57,Active
403806,9010663,Other,139412.1,Released
403807,9013630,Gold,136968.95,Released
403808,9009195,Property,422268.73,Released
403809,9008015,Vehicle,139715.09,Active
403810,9008103,Property,184455.82,Active
403811,9021623,Property,320209.12,Released
403812,9011771,Property,303282.59,Active
403813,9012101,Gold,287059.53,Released
403814,9013462,Vehicle,386983.35,Released
403815,9001530,Property,347197.26,Active
403816,9012072,Vehicle,12624.0,Released
403817,9013408,Property,28736.75,Active
403818,9001403,Vehicle,53379.33,Active
403819,9007796,Deposit,17210.74,Active
403820,9022779,Gold,172606.3,Active
403821,9016641,Property,379547.88,Active
403822,9015376,Property,433996.45,Released
403823,9002536,Gold,247840.87,Released
403824,9023465,Vehicle,298785.61,Active
403825,9005533,Vehicle,421646.71,Active
403826,9001328,Vehicle,424840.04,Released
403827,9008938,Property,155336.11,Released
403828,9010152,Vehicle,299914.37,Active
403829,9001468,Deposit,465774.47,Active
403830,9003723,Gold,167052.72,Released
403831,9023790,Property,384402.22,Released
403832,9022163,Property,379887.42,Active
403833,9029924,Vehicle,453864.43,Released
403834,9002129,Vehicle,180492.1,Active
403835,9003838,Other,297295.6,Active
403836,9026572,Equipment,84419.6,Active
403837,9003706,Vehicle,251636.48,Released
403838,9025217,Property,233409.38,Active
403839,9005425,Deposit,273765.86,Active
403840,9000233,Vehicle,170978.31,Active
403841,9022495,Vehicle,47192.37,Active
403842,9026736,Vehicle,484279.28,Released
403843,9000748,Property,25440.05,Active
403844,9028611,Deposit,373778.3,Released
403845,9024878,Property,11540.84,Active
403846,9022165,Property,68227.51,Active
403847,9007637,Gold,275047.42,Active
403848,9016509,Equipment,261347.95,Released
403849,9011307,Equipment,331162.94,Active
403850,9026956,Property,188328.33,Active
403851,9006712,Equipment,10215.97,Released
403852,9014699,Property,176770.26,Active
403853,9001907,Deposit,300963.59,Active
403854,9021311,Property,257250.43,Released
403855,9009325,Vehicle,47015.33,Released
403856,9012004,Property,424778.24,Active
403857,9009295,Deposit,432336.33,Released
403858,9027078,Vehicle,341086.66,Active
403859,9006650,Equipment,478958.23,Released
403860,9026342,Gold,76500.84,Released
403861,9003970,Equipment,94787.41,Active
403862,9010295,Vehicle,325222.84,Active
403863,9005446,Deposit,119462.4,Active
403864,9005111,Equipment,170566.86,Active
403865,9023602,Property,205902.85,Released
403866,9010714,Deposit,150922.35,Active
403867,9013981,Property,57217.26,Released
403868,9015640,Property,256694.37,Active
403869,9003521,Vehicle,221826.12,Active
403870,9005069,Vehicle,394507.76,Active
403871,9019909,Property,24228.85,Released
403872,9006069,Deposit,260419.84,Active
403873,9014674,Vehicle,402176.37,Active
403874,9008839,Vehicle,398939.68,Active
403875,9016870,Vehicle,365648.7,Released
403876,9008846,Property,144596.72,Active
403877,9029333,Property,61110.61,Active
403878,9001676,Property,264317.05,Active
403879,9028823,Vehicle,7655.52,Active
403880,9018290,Vehicle,372599.35,Active
403881,9000985,Vehicle,329189.24,Released
403882,9013091,Property,307918.61,Released
403883,9017240,Property,19249.71,Active
403884,9023046,Vehicle,313686.88,Active
403885,9027990,Property,212416.23,Active
403886,9029239,Property,67408.22,Released
403887,9012068,Property,56166.42,Released
403888,9028819,Gold,344340.12,Active
403889,9010612,Vehicle,426393.61,Active
403890,9020721,Property,444230.57,Active
403891,9016147,Property,299907.91,Released
403892,9023280,Property,336877.99,Active
403893,9009745,Property,110896.43,Active
403894,9025337,Property,306017.72,Released
403895,9027843,Equipment,335559.65,Active
403896,9012412,Vehicle,239368.63,Active
403897,9028061,Deposit,440633.15,Active
403898,9024704,Vehicle,403914.17,Active
403899,9026885,Property,52714.88,Released
403900,9019387,Vehicle,62454.82,Released
403901,9001307,Property,238354.38,Active
403902,9021352,Property,109236.56,Active
403903,9001734,Deposit,407120.3,Active
403904,9028490,Vehicle,254661.25,Active
403905,9022390,Property,69517.41,Active
403906,9014704,Property,12090.78,Released
403907,9001709,Deposit,352650.5,Active
403908,9002028,Deposit,172129.16,Released
403909,9014168,Vehicle,41900.87,Active
403910,9021025,Vehicle,437088.71,Active
403911,9017457,Gold,340422.3,Active
403912,9020796,Vehicle,72714.94,Active
403913,9007175,Property,283462.92,Active
403914,9019887,Vehicle,137964.21,Released
403915,9015052,Property,188068.15,Active
403916,9001254,Property,437559.33,Released
403917,9015803,Vehicle,40413.98,Released
403918,9004081,Property,274529.59,Active
403919,9009549,Property,388719.12,Active
403920,9016502,Vehicle,476819.27,Active
403921,9018515,Gold,255090.09,Active
403922,9007937,Deposit,215773.59,Active
403923,9027068,Equipment,317878.13,Active
403924,9013101,Property,361182.58,Active
403925,9001206,Property,421359.42,Active
403926,9002217,Vehicle,88366.67,Active
403927,9003435,Property,182094.92,Active
403928,9028811,Vehicle,496723.28,Active
403929,9009390,Vehicle,396393.1,Active
403930,9020834,Property,154976.38,Active
403931,9009454,Property,391747.45,Released
403932,9027089,Vehicle,477837.33,Released
403933,9025877,Property,492361.46,Released
403934,9029200,Property,85040.71,Active
403935,9025191,Vehicle,397851.29,Released
403936,9000168,Deposit,29616.95,Active
403937,9000051,Other,258472.82,Released
403938,9026090,Vehicle,438798.55,Active
403939,9001722,Equipment,19925.09,Active
403940,9027795,Property,21141.47,Active
403941,9016862,Vehicle,409957.67,Active
403942,9003852,Gold,366607.8,Active
403943,9002899,Property,11263.17,Active
403944,9007327,Property,389794.47,Active
403945,9006619,Gold,286139.39,Active
403946,9018340,Equipment,268256.25,Active
403947,9008134,Property,407356.24,Active
403948,9000064,Property,159965.6,Active
403949,9001870,Property,321606.32,Active
403950,9001324,Vehicle,418161.18,Released
403951,9022880,Deposit,90759.51,Active
403952,9002177,Vehicle,478444.49,Released
403953,9020052,Property,244568.57,Released
403954,9019672,Gold,116829.86,Released
403955,9015161,Property,242859.7,Active
403956,9009980,Property,309633.2,Active
403957,9025948,Property,102154.02,Active
403958,9018201,Gold,8377.21,Active
403959,9006406,Property,77867.48,Released
403960,9026071,Property,22333.87,Active
403961,9009045,Vehicle,209360.38,Active
403962,9008863,Vehicle,274744.42,Released
403963,9008393,Vehicle,366337.34,Released
403964,9025956,Deposit,70862.3,Active
403965,9008344,Gold,448166.79,Released
403966,9022612,Vehicle,81288.86,Active
403967,9000426,Property,318758.28,Active
403968,9021739,Property,246924.51,Released
403969,9004393,Vehicle,40478.06,Active
403970,9026498,Other,81558.97,Released
403971,9016565,Deposit,489688.73,Released
403972,9016263,Vehicle,50060.16,Released
403973,9017451,Gold,287825.63,Active
403974,9009206,Property,269979.17,Released
403975,9007256,Vehicle,33991.76,Active
403976,9012738,Vehicle,115232.61,Active
403977,9007368,Property,91598.49,Active
403978,9026319,Vehicle,460030.67,Released
403979,9003920,Property,52259.55,Active
403980,9006197,Property,273611.58,Active
403981,9015552,Vehicle,323635.73,Active
403982,9015678,Vehicle,207175.88,Active
403983,9019837,Vehicle,236513.0,Active
403984,9000081,Vehicle,407723.05,Active
403985,9028720,Vehicle,293874.7,Active
403986,9016895,Vehicle,465124.99,Released
403987,9007909,Property,23805.48,Released
403988,9024169,Deposit,482826.55,Released
403989,9024146,Property,479006.19,Released
403990,9017498,Property,179299.89,Active
403991,9029097,Property,454283.21,Active
403992,9009882,Vehicle,330173.0,Released
403993,9021273,Vehicle,54831.45,Active
403994,9015926,Deposit,296735.89,Active
403995,9013930,Property,137743.66,Active
403996,9009382,Property,125494.92,Active
403997,9013143,Property,11462.57,Active
403998,9005596,Vehicle,363501.48,Active
403999,9005403,Property,145853.01,Active
404000,9009693,Property,465244.48,Active
404001,9014727,Property,28922.24,Active
404002,9027758,Property,427333.08,Active
404003,9028722,Property,47600.3,Active
404004,9000007,Deposit,135630.19,Released
404005,9006268,Equipment,157492.77,Active
404006,9007284,Property,348516.98,Released
404007,9021580,Deposit,104051.27,Released
404008,9001582,Property,237822.85,Active
404009,9018883,Property,178627.01,Active
404010,9023324,Property,374231.63,Active
404011,9016616,Property,319036.77,Active
404012,9021093,Deposit,68388.31,Active
404013,9024393,Property,64169.96,Active
404014,9014755,Property,313377.24,Active
404015,9001953,Vehicle,263222.73,Active
404016,9018692,Property,390770.78,Active
404017,9017218,Property,38692.89,Active
404018,9024827,Property,498556.89,Active
404019,9024370,Deposit,374719.49,Active
404020,9011769,Equipment,471990.55,Released
404021,9021417,Property,353206.92,Active
404022,9029715,Vehicle,26986.64,Released
404023,9003235,Gold,375141.81,Active
404024,9009071,Vehicle,124096.62,Released
404025,9024951,Property,147395.47,Active
404026,9012628,Vehicle,318350.75,Active
404027,9002334,Gold,294367.47,Active
404028,9018254,Gold,481250.56,Active
404029,9028378,Other,9734.12,Active
404030,9029127,Vehicle,349697.44,Released
404031,9013671,Vehicle,466612.44,Active
404032,9004396,Property,85538.52,Active
404033,9022017,Property,319912.33,Released
404034,9013464,Vehicle,477863.01,Active
404035,9026578,Gold,239512.27,Released
404036,9014430,Vehicle,18132.25,Active
404037,9019773,Property,113548.2,Active
404038,9002347,Other,297429.83,Active
404039,9002322,Deposit,460010.92,Active
404040,9023854,Deposit,215008.34,Active
404041,9013839,Deposit,123157.27,Released
404042,9027656,Deposit,85393.08,Active
404043,9011462,Property,497534.49,Released
404044,9025126,Property,230322.12,Active
404045,9025199,Vehicle,385638.51,Released
404046,9026024,Property,463216.99,Active
404047,9013085,Other,340918.77,Released
404048,9027486,Equipment,497117.39,Released
404049,9005001,Property,124326.23,Active
404050,9012669,Vehicle,352138.75,Released
404051,9005615,Vehicle,188465.88,Active
404052,9015898,Vehicle,423900.16,Active
404053,9017682,Vehicle,252079.99,Released
404054,9027599,Property,212686.88,Released
404055,9007287,Deposit,8767.41,Released
404056,9018244,Property,229194.72,Released
404057,9017686,Property,436784.46,Active
404058,9015402,Gold,452762.17,Active
404059,9008484,Property,110393.22,Released
404060,9024094,Vehicle,211270.84,Active
404061,9023918,Vehicle,233571.67,Active
404062,9022222,Property,202328.98,Active
404063,9022697,Equipment,336430.71,Active
404064,9027889,Equipment,137432.16,Active
404065,9016363,Other,157757.87,Active
404066,9005689,Vehicle,392874.44,Active
404067,9025421,Vehicle,441711.72,Released
404068,9002374,Property,7072.1,Active
404069,9019362,Property,419293.45,Released
404070,9017259,Property,268018.01,Active
404071,9017476,Gold,284494.99,Active
404072,9017624,Vehicle,186802.71,Active
404073,9011814,Property,202548.32,Active
404074,9026866,Other,200836.28,Active
404075,9010284,Property,170769.94,Active
404076,9028215,Equipment,479240.86,Released
404077,9012950,Deposit,72629.19,Released
404078,9023005,Vehicle,123903.56,Active
404079,9023124,Other,395937.52,Released
404080,9014324,Property,172044.11,Active
404081,9004321,Deposit,111441.88,Active
404082,9012393,Property,164117.25,Active
404083,9013150,Vehicle,476503.11,Active
404084,9019448,Vehicle,20722.48,Active
404085,9010501,Gold,29212.64,Active
404086,9012208,Vehicle,405572.83,Active
404087,9029206,Vehicle,24387.72,Active
404088,9001950,Vehicle,199890.1,Active
404089,9016127,Property,110006.22,Active
404090,9003965,Property,205407.66,Active
404091,9013131,Vehicle,57101.11,Released
404092,9000160,Property,193999.66,Active
404093,9003331,Property,273835.41,Active
404094,9009209,Property,376273.39,Released
404095,9000183,Deposit,213256.01,Active
404096,9026585,Property,249958.35,Active
404097,9008192,Vehicle,62665.85,Active
404098,9029446,Property,299916.71,Active
404099,9014032,Property,229201.93,Released
404100,9007916,Vehicle,116182.55,Active
404101,9021386,Vehicle,230154.26,Released
404102,9027031,Property,222131.25,Released
404103,9001216,Vehicle,458049.01,Active
404104,9023277,Property,390299.8,Active
404105,9005027,Vehicle,435077.49,Active
404106,9028231,Property,428623.93,Active
404107,9000470,Vehicle,408252.2,Active
404108,9011437,Property,49042.92,Active
404109,9011088,Property,74521.58,Released
404110,9009146,Property,150489.68,Active
404111,9011443,Property,430269.92,Released
404112,9020308,Property,177698.04,Active
404113,9012027,Gold,343926.71,Active
404114,9027205,Vehicle,128272.54,Active
404115,9010180,Other,460254.18,Active
404116,9007650,Vehicle,304022.08,Active
404117,9025627,Property,284436.21,Active
404118,9000079,Equipment,356261.99,Active
404119,9024626,Vehicle,123537.34,Active
404120,9011044,Equipment,459871.44,Active
404121,9010795,Property,326951.17,Active
404122,9013776,Vehicle,42873.36,Released
404123,9018622,Property,275585.93,Released
404124,9024721,Property,258930.27,Active
404125,9029265,Vehicle,268734.02,Released
404126,9009178,Gold,439879.14,Active
404127,9016915,Property,154126.59,Active
404128,9002786,Equipment,54497.79,Released
404129,9013650,Deposit,194344.4,Active
404130,9006705,Deposit,498612.45,Released
404131,9000508,Deposit,480784.56,Released
404132,9025697,Property,442915.1,Released
404133,9017745,Property,9522.35,Active
404134,9025358,Vehicle,82578.54,Active
404135,9004675,Gold,331851.8,Released
404136,9018926,Property,71882.78,Released
404137,9011746,Property,334529.48,Released
404138,9007317,Gold,187704.96,Released
404139,9027944,Property,318458.04,Active
404140,9007037,Property,472146.98,Released
404141,9004354,Property,284061.43,Active
404142,9009241,Equipment,238966.57,Released
404143,9019207,Gold,251452.49,Active
404144,9018423,Property,224871.47,Active
404145,9004774,Other,471334.02,Released
404146,9017049,Gold,265237.83,Active
404147,9011778,Property,412264.14,Active
404148,9023518,Other,454004.64,Released
404149,9025044,Property,226176.11,Active
404150,9001407,Property,422084.95,Active
404151,9024101,Vehicle,379817.79,Active
404152,9003029,Gold,126849.22,Released
404153,9010814,Equipment,231619.26,Active
404154,9012671,Deposit,206544.86,Active
404155,9027401,Property,72176.17,Released
404156,9010172,Gold,272860.11,Active
404157,9012675,Property,331851.25,Active
404158,9020210,Vehicle,164003.48,Released
404159,9016281,Property,366421.4,Active
404160,9006113,Equipment,321089.15,Released
404161,9010347,Vehicle,163206.98,Active
404162,9017019,Gold,18881.17,Released
404163,9009868,Deposit,194348.04,Active
404164,9021339,Property,475686.15,Released
404165,9015418,Property,337061.47,Released
404166,9010013,Property,374964.99,Released
404167,9017891,Equipment,101307.48,Released
404168,9007964,Property,189751.24,Active
404169,9019643,Property,233064.43,Active
404170,9015792,Property,257823.88,Released
404171,9001672,Equipment,400162.32,Active
404172,9018041,Vehicle,437337.08,Active
404173,9006459,Vehicle,88078.78,Active
404174,9000002,Other,435106.5,Released
404175,9024241,Equipment,454464.31,Active
404176,9003285,Gold,433299.3,Active
404177,9019198,Gold,223866.82,Active
404178,9005234,Equipment,101380.73,Active
404179,9005623,Deposit,208830.94,Active
404180,9023000,Property,30917.07,Released
404181,9001785,Vehicle,196255.25,Released
404182,9001092,Vehicle,254622.1,Released
404183,9002014,Vehicle,494296.23,Active
404184,9023658,Equipment,332227.66,Released
404185,9024417,Vehicle,91448.57,Active
404186,9027528,Gold,76272.62,Active
404187,9003919,Deposit,45956.3,Released
404188,9017333,Deposit,64446.84,Active
404189,9027820,Property,88359.77,Active
404190,9029195,Property,17942.64,Active
404191,9004789,Gold,482709.97,Active
404192,9023074,Vehicle,233468.32,Active
404193,9000214,Other,328036.99,Active
404194,9004222,Vehicle,411181.34,Released
404195,9029634,Vehicle,81726.0,Active
404196,9001117,Property,99373.71,Active
404197,9006916,Property,144435.53,Released
404198,9023107,Property,320403.09,Active
404199,9027059,Property,275754.93,Active
404200,9022631,Deposit,132032.95,Released
404201,9008251,Property,79194.37,Active
404202,9003228,Property,179004.39,Active
404203,9009575,Vehicle,366893.46,Active
404204,9022586,Gold,12029.28,Active
404205,9017466,Deposit,158151.89,Active
404206,9029685,Property,166495.46,Released
404207,9027237,Property,293029.75,Released
404208,9010907,Property,213915.78,Active
404209,9003144,Gold,323864.77,Active
404210,9015781,Deposit,462198.24,Active
404211,9005567,Vehicle,164379.58,Active
404212,9011127,Property,489592.99,Active
404213,9005433,Vehicle,179217.25,Released
404214,9003898,Equipment,234962.82,Released
404215,9009563,Deposit,139446.63,Active
