EventID,LoanID,EventDate,DPD,ActionType,PTP_Flag,PaymentAmount,AgentID
20022083,9011158,2025-09-02,0,SMS,1,767.87,1013
20022084,9023118,2022-06-04,30,Call,1,311.62,1037
20022085,9008184,2025-05-17,90,SMS,0,0.0,1090
20022086,9015559,2024-10-31,0,FieldVisit,0,0.0,1035
20022087,9003784,2021-07-01,0,Call,0,0.0,1061
20022088,9011876,2024-06-01,0,Call,1,563.57,1079
20022089,9017370,2022-11-16,30,Call,1,241.7,1053
20022090,9002803,2023-05-18,30,FieldVisit,0,0.0,1061
20022091,9002837,2023-05-21,30,Email,0,0.0,1059
20022092,9022933,2024-08-27,30,Call,1,182.73,1082
20022093,9006547,2023-11-03,0,Call,0,0.0,1092
20022094,9008340,2022-03-29,0,Call,0,0.0,1096
20022095,9007693,2023-03-13,0,FieldVisit,0,0.0,1003
20022096,9003540,2023-04-27,0,Call,0,0.0,1037
20022097,9010773,2023-05-27,0,Call,0,0.0,1035
20022098,9000160,2021-04-04,0,SMS,1,970.3,1069
20022099,9024653,2021-10-01,180,Call,1,557.23,1083
20022100,9019852,2025-06-09,0,Email,1,160.68,1085
20022101,9017146,2020-11-02,90,SMS,0,0.0,1056
20022102,9016085,2023-12-04,0,SMS,0,0.0,1042
20022103,9024788,2020-05-24,0,Email,0,0.0,1022
20022104,9021646,2020-05-20,30,SMS,0,0.0,1006
20022105,9006346,2023-06-29,0,SMS,0,0.0,1058
20022106,9000892,2020-02-23,60,SMS,0,0.0,1004
20022107,9001291,2023-04-12,30,LegalNotice,0,0.0,1023
20022108,9004127,2020-05-14,60,FieldVisit,0,0.0,1011
20022109,9023319,2021-03-20,30,Call,0,0.0,1036
20022110,9001270,2025-04-05,90,Call,1,954.57,1048
20022111,9015504,2020-06-06,0,Call,1,291.04,1009
20022112,9028646,2022-04-06,0,Call,0,0.0,1081
20022113,9011516,2024-07-01,30,Email,1,618.12,1082
20022114,9002145,2024-01-25,90,SMS,0,0.0,1044
20022115,9002135,2024-03-29,30,SMS,1,792.35,1070
20022116,9017851,2021-03-22,90,Email,0,0.0,1024
20022117,9000123,2024-07-28,0,Call,1,855.67,1074
20022118,9015678,2024-07-14,60,Email,0,0.0,1054
20022119,9010709,2021-11-17,90,Call,0,0.0,1078
20022120,9018710,2024-11-16,30,SMS,1,990.55,1030
20022121,9026197,2020-06-23,0,Email,0,0.0,1095
20022122,9006099,2023-03-27,0,Email,0,0.0,1046
20022123,9022188,2020-09-28,0,SMS,1,727.86,1060
20022124,9009291,2023-09-25,120,Email,0,0.0,1024
20022125,9010576,2023-02-04,0,Call,0,0.0,1000
20022126,9027572,2024-05-22,30,FieldVisit,0,0.0,1065
20022127,9010876,2020-10-20,0,Email,0,0.0,1011
20022128,9013850,2021-03-05,0,Call,0,0.0,1015
20022129,9021952,2024-08-06,120,Email,1,742.56,1045
20022130,9003559,2022-12-23,30,SMS,1,694.08,1083
20022131,9019244,2022-05-07,30,Call,0,0.0,1051
20022132,9027575,2022-06-21,0,Email,1,979.34,1056
20022133,9013312,2024-02-01,0,Email,0,0.0,1049
20022134,9018980,2020-02-26,30,LegalNotice,1,443.65,1085
20022135,9026061,2023-09-11,30,SMS,1,777.32,1097
20022136,9029939,2024-12-26,90,SMS,1,759.88,1053
20022137,9003189,2023-02-10,30,Call,1,606.93,1007
20022138,9008106,2024-10-12,0,Call,0,0.0,1034
20022139,9027609,2023-05-06,30,Email,1,778.46,1005
20022140,9026562,2022-02-08,0,SMS,1,584.35,1084
20022141,9009518,2024-03-30,30,Call,0,0.0,1098
20022142,9028437,2024-04-06,0,SMS,0,0.0,1057
20022143,9029030,2022-07-03,0,SMS,1,503.28,1047
20022144,9021775,2024-09-09,90,Call,1,366.34,1048
20022145,9008970,2021-09-03,0,FieldVisit,0,0.0,1075
20022146,9021144,2022-03-02,90,Call,0,0.0,1028
20022147,9022800,2022-12-17,60,LegalNotice,1,372.45,1035
20022148,9016305,2023-07-22,0,Call,1,166.58,1081
20022149,9014168,2021-08-03,0,SMS,0,0.0,1076
20022150,9000595,2023-11-16,0,SMS,1,611.6,1071
20022151,9015878,2022-05-09,0,Call,1,573.87,1067
20022152,9016277,2021-06-14,30,SMS,0,0.0,1094
20022153,9023967,2022-01-06,30,Call,0,0.0,1052
20022154,9016216,2025-07-03,60,SMS,0,0.0,1086
20022155,9003598,2022-05-22,30,Email,1,324.19,1050
20022156,9018551,2022-05-06,0,Call,0,0.0,1040
20022157,9007433,2022-10-23,30,LegalNotice,0,0.0,1029
20022158,9027268,2021-08-18,60,FieldVisit,0,0.0,1055
20022159,9028496,2023-01-02,0,SMS,0,0.0,1015
20022160,9025221,2021-01-24,0,Email,0,0.0,1030
20022161,9000130,2022-02-09,30,SMS,0,0.0,1032
20022162,9026142,2024-06-29,0,Call,0,0.0,1047
20022163,9007978,2021-09-21,60,Email,0,0.0,1090
20022164,9021831,2024-05-17,30,LegalNotice,1,599.48,1016
20022165,9011424,2023-01-29,0,SMS,1,315.86,1089
20022166,9019835,2023-11-29,30,Call,0,0.0,1046
20022167,9016150,2023-05-08,30,Email,0,0.0,1058
20022168,9019754,2025-05-27,0,Call,0,0.0,1074
20022169,9029963,2025-05-06,30,Call,0,0.0,1006
20022170,9007945,2022-08-04,0,Call,0,0.0,1071
20022171,9018848,2025-04-14,0,Email,1,147.01,1009
20022172,9028428,2022-02-24,120,LegalNotice,0,0.0,1065
20022173,9009458,2022-08-12,0,Call,0,0.0,1047
20022174,9022447,2021-07-02,0,FieldVisit,0,0.0,1033
20022175,9016244,2022-12-15,0,FieldVisit,0,0.0,1000
20022176,9002842,2021-06-27,0,SMS,0,0.0,1054
20022177,9008155,2021-12-21,0,SMS,1,142.85,1059
20022178,9019902,2021-07-31,30,Call,1,553.17,1017
20022179,9017250,2023-10-03,0,Call,0,0.0,1099
20022180,9010519,2024-04-22,30,LegalNotice,0,0.0,1067
20022181,9020278,2020-12-21,0,Call,1,928.77,1090
20022182,9001033,2022-09-10,0,SMS,0,0.0,1005
20022183,9021651,2023-12-31,30,SMS,1,933.98,1099
20022184,9029077,2020-11-30,180,Call,0,0.0,1093
20022185,9025772,2024-02-12,60,Email,1,691.44,1025
20022186,9005171,2022-02-20,60,SMS,0,0.0,1073
20022187,9010514,2022-09-18,60,SMS,1,354.37,1058
20022188,9024465,2022-03-29,0,Call,0,0.0,1003
20022189,9011633,2023-05-18,0,FieldVisit,0,0.0,1057
20022190,9026831,2021-12-06,0,Call,1,915.02,1038
20022191,9004169,2023-07-22,30,FieldVisit,0,0.0,1075
20022192,9004655,2022-03-02,60,SMS,0,0.0,1048
20022193,9016453,2024-09-10,180,SMS,0,0.0,1080
20022194,9016109,2020-01-25,30,Call,0,0.0,1015
20022195,9011950,2023-07-05,0,SMS,0,0.0,1005
20022196,9026508,2022-05-27,0,Call,1,855.9,1075
20022197,9000519,2023-02-20,0,Call,1,790.93,1003
20022198,9006103,2021-01-13,0,Call,0,0.0,1088
20022199,9028504,2021-11-04,0,Email,0,0.0,1023
20022200,9027140,2023-04-16,30,SMS,0,0.0,1074
20022201,9021187,2023-10-01,0,Call,0,0.0,1013
20022202,9005849,2022-02-18,30,FieldVisit,0,0.0,1041
20022203,9028706,2021-03-21,60,Call,1,498.61,1057
20022204,9027150,2025-07-26,30,Call,1,592.26,1049
20022205,9012914,2025-06-22,0,LegalNotice,0,0.0,1096
20022206,9018293,2021-07-02,60,SMS,0,0.0,1012
20022207,9027722,2023-07-20,120,SMS,0,0.0,1036
20022208,9024736,2022-06-28,60,FieldVisit,1,744.62,1016
20022209,9009639,2021-12-16,30,Call,0,0.0,1011
20022210,9027459,2022-01-06,0,Call,0,0.0,1048
20022211,9019387,2023-09-28,0,SMS,1,878.2,1086
20022212,9023874,2025-08-13,30,Call,0,0.0,1065
20022213,9000884,2024-08-01,30,Call,1,456.47,1040
20022214,9020703,2020-08-10,0,Email,0,0.0,1034
20022215,9016512,2024-10-13,0,Call,0,0.0,1007
20022216,9023160,2024-08-05,0,Call,0,0.0,1091
20022217,9024081,2025-08-12,30,FieldVisit,0,0.0,1075
20022218,9007674,2023-12-10,0,Call,1,137.89,1096
20022219,9006917,2022-01-02,0,FieldVisit,0,0.0,1075
20022220,9028434,2022-11-10,0,FieldVisit,1,846.22,1086
20022221,9003230,2024-08-25,0,Call,0,0.0,1033
20022222,9009007,2021-05-08,180,Call,0,0.0,1030
20022223,9021563,2024-05-30,30,Email,0,0.0,1097
20022224,9011319,2025-08-24,0,FieldVisit,1,514.38,1089
20022225,9018096,2024-02-22,0,Email,0,0.0,1059
20022226,9006535,2024-05-28,90,SMS,1,896.38,1030
20022227,9013158,2021-10-22,30,Call,1,255.12,1074
20022228,9010198,2023-02-27,60,Call,0,0.0,1058
20022229,9029379,2022-02-25,0,FieldVisit,1,883.54,1061
20022230,9015980,2025-07-26,0,Call,0,0.0,1077
20022231,9022667,2024-03-14,30,Call,0,0.0,1098
20022232,9020110,2020-12-20,60,Call,1,116.85,1031
20022233,9028850,2024-08-25,60,Call,0,0.0,1063
20022234,9019849,2020-10-27,30,SMS,1,821.81,1097
20022235,9010781,2025-07-15,0,Call,0,0.0,1013
20022236,9004198,2021-06-09,90,SMS,0,0.0,1012
20022237,9025773,2024-10-21,60,FieldVisit,0,0.0,1053
20022238,9025035,2023-01-01,0,SMS,0,0.0,1061
20022239,9010025,2021-06-18,30,Call,0,0.0,1065
20022240,9023718,2021-07-29,0,SMS,0,0.0,1070
20022241,9019207,2020-12-27,60,Call,1,884.55,1089
20022242,9027068,2025-04-28,30,Call,1,607.65,1007
20022243,9013181,2023-04-01,0,Call,1,673.88,1013
20022244,9007760,2022-03-12,60,Call,0,0.0,1078
20022245,9011990,2020-01-09,0,SMS,0,0.0,1018
20022246,9011569,2022-11-13,0,Call,0,0.0,1021
20022247,9016262,2023-01-14,0,SMS,1,313.5,1088
20022248,9007008,2023-06-21,0,Email,0,0.0,1054
20022249,9000134,2025-03-05,0,LegalNotice,0,0.0,1056
20022250,9000351,2024-12-14,0,Call,1,413.3,1013
20022251,9015603,2025-03-28,0,Call,0,0.0,1063
20022252,9006492,2024-07-19,0,FieldVisit,1,168.82,1089
20022253,9005533,2021-12-29,0,SMS,1,807.32,1047
20022254,9011383,2025-05-03,0,Call,0,0.0,1025
20022255,9009292,2023-07-12,30,FieldVisit,0,0.0,1048
20022256,9013877,2024-12-14,30,Call,1,542.38,1004
20022257,9016677,2024-07-15,30,FieldVisit,1,623.45,1000
20022258,9011502,2022-10-07,0,Email,0,0.0,1091
20022259,9014074,2022-05-22,30,SMS,0,0.0,1001
20022260,9022353,2025-09-04,0,Call,1,229.72,1024
20022261,9024605,2022-06-18,30,SMS,1,212.3,1058
20022262,9024020,2022-06-24,30,SMS,0,0.0,1048
20022263,9005349,2021-09-07,0,Call,1,403.22,1061
20022264,9018205,2023-09-08,30,Call,0,0.0,1055
20022265,9009489,2025-08-31,30,Call,0,0.0,1023
20022266,9009021,2020-10-02,30,Email,1,831.7,1078
20022267,9014620,2022-03-11,0,FieldVisit,0,0.0,1059
20022268,9005680,2022-05-14,120,SMS,1,320.54,1069
20022269,9015788,2024-02-26,60,FieldVisit,1,594.41,1017
20022270,9000946,2024-10-07,0,Email,0,0.0,1092
20022271,9010387,2022-03-24,0,Call,0,0.0,1010
20022272,9029086,2024-02-28,0,SMS,0,0.0,1026
20022273,9008238,2025-08-04,30,SMS,0,0.0,1044
20022274,9026467,2022-07-15,90,Call,1,469.82,1052
20022275,9011346,2020-10-25,0,Call,0,0.0,1093
20022276,9025868,2024-02-24,0,Email,0,0.0,1074
20022277,9024780,2020-10-28,60,FieldVisit,0,0.0,1026
20022278,9029996,2021-08-05,60,FieldVisit,1,604.16,1039
20022279,9002117,2024-05-07,60,Call,0,0.0,1041
20022280,9011576,2023-07-08,30,FieldVisit,1,192.36,1086
20022281,9001494,2021-10-01,90,SMS,1,955.8,1054
20022282,9014235,2020-11-07,30,SMS,1,370.37,1072
20022283,9004864,2020-03-26,60,Call,1,735.0,1074
20022284,9016758,2020-05-16,0,FieldVisit,0,0.0,1085
20022285,9007478,2023-10-13,30,Call,1,324.81,1012
20022286,9013041,2021-04-24,60,Call,0,0.0,1076
20022287,9017285,2021-05-05,0,SMS,0,0.0,1015
20022288,9017342,2020-06-03,30,Call,1,392.08,1040
20022289,9026598,2021-01-27,90,FieldVisit,0,0.0,1007
20022290,9015209,2025-04-12,60,Call,0,0.0,1029
20022291,9021303,2024-12-29,30,Call,0,0.0,1070
20022292,9027370,2025-06-03,0,Call,0,0.0,1033
20022293,9015287,2020-04-11,0,SMS,1,210.85,1010
20022294,9004071,2022-07-28,0,Call,0,0.0,1069
20022295,9006752,2021-08-07,30,SMS,1,403.8,1089
20022296,9000175,2024-11-13,0,Call,0,0.0,1058
20022297,9001940,2022-05-29,30,SMS,0,0.0,1003
20022298,9022860,2020-09-08,0,Email,1,279.53,1085
20022299,9021968,2024-08-17,0,Email,0,0.0,1037
20022300,9023774,2021-04-25,0,SMS,0,0.0,1008
20022301,9008271,2025-07-22,30,SMS,0,0.0,1016
20022302,9001455,2025-05-22,0,FieldVisit,0,0.0,1004
20022303,9026599,2024-04-17,0,SMS,0,0.0,1043
20022304,9027327,2024-07-26,30,SMS,1,406.57,1038
20022305,9018220,2021-09-16,30,Email,0,0.0,1048
20022306,9018860,2025-06-22,90,SMS,1,974.37,1046
20022307,9022928,2021-08-30,30,Call,1,992.64,1015
20022308,9014535,2020-08-30,0,Email,0,0.0,1079
20022309,9007977,2024-08-22,60,Call,1,969.39,1004
20022310,9013784,2024-09-29,30,FieldVisit,1,347.13,1083
20022311,9002495,2022-03-16,0,Call,0,0.0,1076
20022312,9008670,2020-02-05,60,Call,1,203.71,1072
20022313,9003190,2020-03-22,90,SMS,1,599.54,1064
20022314,9028379,2022-08-26,0,Email,0,0.0,1032
20022315,9004275,2024-03-30,30,Email,0,0.0,1066
20022316,9026943,2022-02-25,30,Call,1,515.04,1089
20022317,9004453,2025-08-28,0,Call,0,0.0,1009
20022318,9027271,2020-01-04,60,Call,1,137.52,1005
20022319,9024687,2024-07-28,60,Call,0,0.0,1090
20022320,9023531,2024-07-19,30,SMS,1,954.26,1085
20022321,9001394,2023-11-20,30,Call,1,764.23,1023
20022322,9006578,2024-07-11,30,SMS,1,997.79,1005
20022323,9021064,2020-06-05,0,Call,0,0.0,1057
20022324,9019761,2024-10-18,30,SMS,1,670.1,1021
20022325,9025619,2022-08-12,0,Call,0,0.0,1052
20022326,9006498,2022-07-21,0,Email,1,106.65,1013
20022327,9015163,2021-11-10,0,Email,0,0.0,1005
20022328,9002357,2021-11-24,0,Call,1,749.59,1037
20022329,9025023,2023-07-12,0,Call,1,388.71,1004
20022330,9024223,2025-01-11,30,Call,0,0.0,1093
20022331,9025081,2024-06-06,30,Email,1,379.92,1057
20022332,9008328,2020-10-19,60,Email,1,862.23,1076
20022333,9010870,2023-08-29,90,Call,1,571.92,1095
20022334,9007806,2023-02-08,90,SMS,1,882.64,1051
20022335,9004893,2020-08-12,0,Call,0,0.0,1087
20022336,9018224,2022-01-23,0,FieldVisit,0,0.0,1056
20022337,9001072,2022-08-02,0,Email,1,348.52,1075
20022338,9026532,2023-08-18,0,SMS,0,0.0,1018
20022339,9000061,2021-07-03,0,Call,1,500.38,1079
20022340,9004881,2021-04-24,0,Email,0,0.0,1051
20022341,9001637,2025-04-02,60,Call,0,0.0,1060
20022342,9010197,2020-08-30,90,LegalNotice,1,661.69,1040
20022343,9004662,2025-03-24,90,Email,0,0.0,1024
20022344,9008018,2025-08-17,0,SMS,1,520.71,1005
20022345,9027257,2023-08-20,60,Email,0,0.0,1041
20022346,9009615,2020-06-03,90,SMS,0,0.0,1033
20022347,9012265,2020-01-04,60,SMS,0,0.0,1024
20022348,9021108,2024-04-22,30,Email,0,0.0,1099
20022349,9020436,2023-05-13,120,FieldVisit,0,0.0,1076
20022350,9004016,2024-06-24,30,Call,0,0.0,1057
20022351,9000637,2023-03-22,90,SMS,0,0.0,1011
20022352,9003519,2021-12-05,0,FieldVisit,0,0.0,1000
20022353,9012984,2021-08-07,30,Call,0,0.0,1044
20022354,9025510,2020-10-28,0,Call,0,0.0,1041
20022355,9009283,2023-03-26,30,SMS,0,0.0,1066
20022356,9019086,2021-07-31,60,Email,1,726.93,1008
20022357,9019723,2024-05-11,0,Email,1,980.4,1007
20022358,9015439,2022-04-15,0,LegalNotice,0,0.0,1052
20022359,9011327,2022-04-07,0,Call,1,539.5,1078
20022360,9003036,2022-05-01,30,SMS,1,181.98,1052
20022361,9000984,2025-02-20,30,Call,0,0.0,1053
20022362,9018674,2025-01-05,0,SMS,1,250.35,1033
20022363,9015052,2024-07-24,0,FieldVisit,0,0.0,1068
20022364,9018835,2024-02-02,0,Email,0,0.0,1020
20022365,9021537,2024-09-02,0,LegalNotice,1,793.78,1067
20022366,9029842,2024-07-06,0,FieldVisit,0,0.0,1048
20022367,9007030,2023-06-04,60,Call,0,0.0,1085
20022368,9026877,2023-09-03,0,SMS,0,0.0,1008
20022369,9026698,2023-03-06,0,Call,0,0.0,1070
20022370,9023772,2023-10-30,30,Call,0,0.0,1010
20022371,9016475,2023-01-31,30,Email,0,0.0,1082
20022372,9002450,2024-02-17,0,Call,0,0.0,1089
20022373,9008401,2024-07-03,30,SMS,0,0.0,1038
20022374,9002224,2024-01-30,180,FieldVisit,1,415.04,1030
20022375,9001820,2023-02-05,0,Call,1,903.38,1055
20022376,9005403,2020-08-28,30,Call,0,0.0,1063
20022377,9014471,2022-05-23,30,SMS,0,0.0,1068
20022378,9025447,2023-10-10,0,Call,1,416.21,1039
20022379,9017831,2020-08-29,60,Email,0,0.0,1090
20022380,9020653,2020-01-24,0,Email,1,787.33,1056
20022381,9028599,2025-07-04,0,Email,0,0.0,1058
20022382,9011618,2022-12-07,120,SMS,0,0.0,1003
20022383,9024132,2021-11-13,0,Email,0,0.0,1096
20022384,9007848,2023-12-31,0,Call,0,0.0,1069
20022385,9017112,2025-09-25,0,Email,0,0.0,1026
20022386,9007635,2024-07-15,60,SMS,1,553.22,1032
20022387,9018459,2023-01-10,180,Call,0,0.0,1084
20022388,9007448,2024-05-01,30,Call,1,333.04,1020
20022389,9010679,2023-08-01,0,Email,0,0.0,1016
20022390,9005945,2022-12-21,0,Email,0,0.0,1081
20022391,9000219,2023-08-13,30,SMS,0,0.0,1009
20022392,9007029,2020-04-21,30,Call,0,0.0,1015
20022393,9013285,2021-05-17,0,LegalNotice,1,373.69,1011
20022394,9017484,2024-10-27,120,Call,0,0.0,1098
20022395,9018653,2023-12-23,0,SMS,0,0.0,1088
20022396,9020582,2020-07-05,30,Email,1,749.79,1081
20022397,9012871,2021-03-14,0,SMS,0,0.0,1033
20022398,9013634,2024-02-05,0,Call,0,0.0,1039
20022399,9020943,2020-11-13,0,SMS,1,151.61,1069
20022400,9017878,2025-07-10,120,Call,0,0.0,1052
20022401,9003465,2021-05-02,0,Call,1,379.9,1087
20022402,9011525,2023-03-02,0,FieldVisit,0,0.0,1076
20022403,9013650,2023-10-13,180,SMS,0,0.0,1017
20022404,9007205,2024-10-02,180,FieldVisit,0,0.0,1014
20022405,9004569,2021-04-30,30,Call,0,0.0,1098
20022406,9024977,2024-01-27,30,Call,0,0.0,1092
20022407,9007770,2023-02-19,0,LegalNotice,1,782.03,1061
20022408,9015507,2025-04-29,0,Email,0,0.0,1024
20022409,9013293,2025-03-11,0,Email,1,704.15,1002
20022410,9007557,2024-07-06,30,SMS,0,0.0,1097
20022411,9004688,2024-04-09,90,Call,1,890.05,1008
20022412,9022557,2025-05-26,0,Call,0,0.0,1042
20022413,9018546,2024-09-04,60,Call,0,0.0,1045
20022414,9023674,2021-12-06,0,FieldVisit,0,0.0,1015
20022415,9017935,2022-11-14,0,LegalNotice,1,130.27,1015
20022416,9011416,2021-06-22,0,SMS,0,0.0,1087
20022417,9006578,2023-01-04,0,SMS,0,0.0,1042
20022418,9025871,2022-01-20,60,FieldVisit,0,0.0,1070
20022419,9007237,2022-03-01,0,Call,0,0.0,1009
20022420,9021695,2022-06-10,30,Email,0,0.0,1080
20022421,9026566,2022-10-19,0,LegalNotice,0,0.0,1075
20022422,9017375,2022-07-31,0,LegalNotice,1,847.09,1034
20022423,9007094,2022-06-27,30,FieldVisit,0,0.0,1036
20022424,9018099,2024-04-18,60,SMS,0,0.0,1016
20022425,9008464,2021-07-22,120,SMS,0,0.0,1058
20022426,9028186,2023-10-12,0,Email,1,975.43,1006
20022427,9002562,2025-01-26,60,LegalNotice,1,449.87,1085
20022428,9005473,2021-09-07,90,Email,0,0.0,1033
20022429,9011676,2023-04-25,0,SMS,0,0.0,1052
20022430,9001015,2023-12-16,30,Call,0,0.0,1026
20022431,9003331,2025-05-24,0,Call,1,577.16,1003
20022432,9022810,2024-10-14,30,Email,1,788.85,1048
20022433,9010067,2023-05-21,0,Email,0,0.0,1060
20022434,9010315,2021-03-12,30,SMS,0,0.0,1088
20022435,9010594,2025-02-14,30,Call,0,0.0,1072
20022436,9029693,2021-08-17,30,Call,0,0.0,1013
20022437,9014153,2021-01-16,0,SMS,0,0.0,1037
20022438,9023565,2023-10-26,30,FieldVisit,1,665.73,1006
20022439,9023607,2023-04-19,0,FieldVisit,0,0.0,1062
20022440,9018453,2024-10-23,0,SMS,1,653.54,1072
20022441,9014824,2024-05-28,0,Email,0,0.0,1007
20022442,9019991,2023-07-05,0,SMS,0,0.0,1077
20022443,9028377,2023-12-13,0,SMS,1,949.62,1028
20022444,9013834,2021-03-07,0,Email,1,418.81,1027
20022445,9010195,2022-07-13,0,Call,0,0.0,1061
20022446,9026183,2021-08-14,0,Call,0,0.0,1071
20022447,9023452,2021-08-22,30,Email,0,0.0,1024
20022448,9001736,2022-06-26,90,LegalNotice,0,0.0,1053
20022449,9004133,2023-02-13,90,SMS,0,0.0,1088
20022450,9028101,2023-10-06,30,SMS,0,0.0,1085
20022451,9015323,2021-07-05,0,Email,0,0.0,1098
20022452,9022617,2021-05-16,90,Email,1,857.63,1014
20022453,9016984,2022-07-03,0,Email,0,0.0,1058
20022454,9021119,2022-08-01,0,Email,0,0.0,1028
20022455,9017843,2025-01-14,0,Call,0,0.0,1056
20022456,9007045,2025-06-11,0,Call,1,703.64,1066
20022457,9028180,2021-06-23,60,Call,1,477.34,1066
20022458,9006715,2022-05-15,0,Call,0,0.0,1017
20022459,9013114,2022-04-09,60,FieldVisit,0,0.0,1071
20022460,9012180,2025-01-16,60,Call,0,0.0,1084
20022461,9004334,2020-12-05,0,Call,0,0.0,1050
20022462,9014056,2025-01-28,0,Call,0,0.0,1075
20022463,9025690,2020-07-08,90,FieldVisit,0,0.0,1068
20022464,9019447,2025-08-22,180,Call,1,597.85,1042
20022465,9014858,2020-03-13,120,Call,1,612.53,1018
20022466,9020115,2024-08-31,90,Email,0,0.0,1056
20022467,9015248,2022-03-15,30,Call,1,943.23,1049
20022468,9020065,2025-02-10,0,SMS,0,0.0,1025
20022469,9018482,2023-12-02,0,SMS,1,390.36,1094
20022470,9007871,2022-05-07,30,Email,0,0.0,1064
20022471,9025398,2023-05-07,0,Call,1,577.0,1088
20022472,9014805,2021-06-05,90,Email,1,901.86,1096
20022473,9004820,2023-07-15,0,LegalNotice,0,0.0,1096
20022474,9009420,2025-05-31,30,Call,0,0.0,1019
20022475,9025441,2022-05-21,60,SMS,1,148.37,1047
20022476,9007989,2023-10-21,30,SMS,0,0.0,1073
20022477,9024938,2020-12-20,30,FieldVisit,1,167.44,1056
20022478,9027317,2025-05-07,0,Call,0,0.0,1028
20022479,9020985,2024-08-11,0,Email,1,454.32,1078
20022480,9028343,2024-08-17,0,SMS,0,0.0,1065
20022481,9023031,2021-05-21,0,Call,0,0.0,1003
20022482,9002822,2024-10-29,90,Call,0,0.0,1041
20022483,9027774,2020-03-16,0,Call,0,0.0,1066
20022484,9003551,2021-10-05,90,Call,0,0.0,1072
20022485,9015884,2023-04-12,30,Email,0,0.0,1054
20022486,9008799,2023-07-23,0,LegalNotice,1,570.14,1089
20022487,9017784,2023-06-06,90,SMS,1,443.3,1057
20022488,9024279,2022-03-25,180,Call,0,0.0,1045
20022489,9027947,2025-01-08,30,Call,0,0.0,1033
20022490,9000551,2024-06-04,0,Call,1,490.76,1043
20022491,9024772,2025-05-31,0,Call,1,708.36,1077
20022492,9019995,2022-05-16,120,Email,1,493.42,1005
20022493,9003152,2022-01-20,0,Call,1,886.22,1027
20022494,9002855,2022-05-19,0,SMS,1,165.56,1067
20022495,9022621,2025-01-18,30,SMS,1,417.47,1060
20022496,9024253,2021-10-18,30,SMS,0,0.0,1075
20022497,9000826,2021-11-13,30,SMS,1,283.07,1021
20022498,9000305,2024-08-15,30,Call,0,0.0,1000
20022499,9028682,2024-02-04,90,SMS,1,587.98,1024
20022500,9029804,2023-12-03,30,Call,0,0.0,1008
20022501,9009870,2021-08-22,0,Call,1,313.82,1080
20022502,9003939,2024-07-04,120,SMS,0,0.0,1016
20022503,9029627,2023-03-03,0,Call,1,212.28,1078
20022504,9000393,2024-03-08,60,SMS,1,130.83,1053
20022505,9006291,2020-06-20,0,Email,1,116.58,1082
20022506,9022941,2023-04-03,60,Email,0,0.0,1079
20022507,9026786,2022-06-23,0,Call,1,915.9,1042
20022508,9009570,2021-04-03,0,SMS,1,181.35,1038
20022509,9017119,2025-01-09,0,SMS,1,505.18,1012
20022510,9006714,2022-09-21,0,Email,1,347.08,1030
20022511,9001534,2025-09-21,0,FieldVisit,0,0.0,1074
20022512,9013067,2020-10-25,60,Call,0,0.0,1051
20022513,9006189,2024-01-30,0,Call,0,0.0,1045
20022514,9006022,2022-12-19,180,SMS,1,717.16,1020
20022515,9022079,2021-03-23,0,FieldVisit,0,0.0,1042
20022516,9007697,2025-06-14,0,FieldVisit,0,0.0,1056
20022517,9015515,2021-08-30,90,SMS,0,0.0,1019
20022518,9012652,2022-11-23,30,FieldVisit,0,0.0,1053
20022519,9029066,2020-11-14,90,Call,1,767.28,1025
20022520,9006753,2022-01-07,30,Email,0,0.0,1029
20022521,9005707,2020-05-20,0,Call,1,395.25,1087
20022522,9010059,2022-02-27,0,Call,1,181.9,1014
20022523,9001038,2021-02-24,0,Call,0,0.0,1099
20022524,9014261,2022-07-31,0,FieldVisit,1,517.04,1064
20022525,9013223,2022-09-02,0,Call,0,0.0,1016
20022526,9005138,2020-05-10,120,Call,1,285.45,1036
20022527,9001703,2023-07-26,0,Call,0,0.0,1048
20022528,9014772,2023-05-27,60,Call,0,0.0,1051
20022529,9000649,2023-09-07,60,Call,0,0.0,1083
20022530,9005831,2025-03-20,90,SMS,1,390.72,1080
20022531,9009109,2020-07-07,60,Call,0,0.0,1056
20022532,9011796,2024-08-23,90,Email,1,677.1,1071
20022533,9018067,2020-10-24,0,Call,0,0.0,1088
20022534,9007876,2023-01-20,0,Call,1,570.14,1045
20022535,9006144,2023-09-12,90,FieldVisit,1,262.87,1078
20022536,9005240,2022-01-11,0,SMS,1,479.84,1088
20022537,9011384,2024-10-25,0,Call,1,587.54,1041
20022538,9013466,2024-02-14,120,SMS,1,790.44,1019
20022539,9011555,2022-07-26,0,SMS,0,0.0,1007
20022540,9024682,2025-07-19,0,SMS,1,117.84,1075
20022541,9010784,2025-01-01,30,Call,0,0.0,1044
20022542,9019545,2022-06-12,30,Call,0,0.0,1033
20022543,9010430,2024-07-07,90,Call,0,0.0,1017
20022544,9027766,2025-04-09,0,SMS,1,793.68,1089
20022545,9012429,2022-01-24,60,Email,0,0.0,1023
20022546,9014805,2022-09-29,30,Call,1,955.16,1035
20022547,9008043,2024-05-03,30,Email,1,377.76,1069
20022548,9006815,2021-08-19,30,SMS,1,368.48,1079
